name,city,lead_id,tier,urgency
ENERGÍA SOLAR DE ARAGÓN S.L.: Empresa especializada en energía solar fotovoltaica – Zaragoza,Zaragoza,3016,A,
Traspaso,Zaragoza,3017,A,
"INDUSTRIAS BIAL S.L.: Empresa de carpintería de aluminio, cristalería, toldos, persianas y mosquiteras – Caspe",Zaragoza,3018,A,
🥖🔥 ¡OPORTUNIDAD ÚNICA EN CALATORAO! PANADERÍA COMPLETA EN FUNCIONAMIENTO 🔥🥖,Zaragoza,3019,A,
🌸 TRASPASO CENTRO DE ESTÉTICA EN ZONA UNIVERSITARIA – GLOW STUDIO 54 🌸,Zaragoza,3020,A,
Traspaso por jubilación «Ecoven Aragon S.L.»,Zaragoza,3021,A,
Traspaso por jubilación «Merceria Gari»,Zaragoza,3022,A,
Negocio de cortinas «Montiel Decor»,Zaragoza,3023,A,
TRASPASO LICEO GOYA,Zaragoza,3024,A,
"TRASPASO  Calderería Manufe. Taller industrial, sector del metal: Taller de calderería y soldadura.",Zaragoza,3025,A,
TRASPASO dbd´ideas,Zaragoza,3026,A,
✂ URGE TRASPASO SALÓN DE AUTOR «VILLENA COLOR DESIGN» POR MOTIVOS DE SALUD – PRECIO AJUSTADO. EXCLUSIVIDAD Y RENTABILIDAD ✨,Zaragoza,3027,A,
Se traspasa sala multiusos en funcionamiento –Zaragoza,Zaragoza,3028,A,
"Carnicería Cortés, un referente en Caspe",Zaragoza,3029,A,
Tienda de moda en el centro de Zaragoza,Zaragoza,3030,A,
Traspaso tienda alimentación: Productos Típicos de Aragón,Zaragoza,3031,A,
Oportunidad sector bordado especializados,Zaragoza,3032,A,
Se traspasa negocio de telefonía móvil,Zaragoza,3033,A,
Traspaso/Alquiler de centro de peluquería y estética,Zaragoza,3034,A,
Traspaso comercio de artículos de regalo y complementos,Zaragoza,3035,A,
Se traspasa comercio textil de estilo casual de primeras marcas en pleno centro de Zaragoza,Zaragoza,3036,A,
